titleId,ordering,title,region,language,types,attributes,isOriginalTitle
tt0000007,7,Edison Kinetoscopic Record of Boxers,\N,\N,\N,\N,0
tt0000007,8,Корбетт и Кортни перед кинематографом,RU,\N,imdbDisplay,\N,0
tt0000007,9,Corbett und Courtney vor dem Kinetographen,DE,\N,\N,literal title,0
tt0000008,10,Edison kinetoskopische Aufnahme eines Niesens,DE,\N,\N,literal title,0
tt0000008,1,Edison asszisztense tüsszent,HU,\N,imdbDisplay,\N,0
tt0000008,2,フレッド・オット－のくしゃみ,JP,ja,imdbDisplay,\N,0
tt0000008,3,Edison Kinetoscopic Record of a Sneeze, January 7, 1894,US,\N,\N,complete title,0
tt0000008,4,Edison Kinetoscopic Record of a Sneeze,US,\N,imdbDisplay,\N,0
tt0000008,5,Edison Kinetoscopic Record of a Sneeze,\N,\N,original,\N,1
tt0000008,6,Fred Otts Niesen,DE,\N,\N,literal title,0
tt0000008,7,Чих, записанный на кинетоскоп Эдисона,RU,\N,imdbDisplay,\N,0
tt0000008,8,Чхання Фреда Отта,UA,\N,imdbDisplay,\N,0
tt0000008,9,Fred Ott's Sneeze,\N,\N,\N,\N,0
tt0000009,1,Miss Jerry,\N,\N,original,\N,1
tt0000009,2,Fräulein Jerry,DE,\N,\N,literal title,0
tt0000009,3,Miss Jerry,HU,\N,imdbDisplay,\N,0
tt0000009,4,Miss Jerry,US,\N,imdbDisplay,\N,0
tt0000010,10,La sortie des usines Lumière,FR,\N,alternative,\N,0
tt0000010,11,Радници напуштају фабрику Лимијер,RS,\N,imdbDisplay,\N,0
tt0000010,12,La Salida De Los Obreros De La Fábrica Lumière,ES,\N,\N,literal translation of working title,0
tt0000010,13,Leaving the Factory,US,\N,imdbDisplay,\N,0
tt0000010,14,Salida de obreros de la fábrica Lumiere,UY,\N,\N,premiere title,0
tt0000010,15,La sortie des ouvriers de l'usine Lumière,FR,\N,\N,informal alternative title,0
tt0000010,16,Arbeiter verlassen die Lumière-Werke,DE,\N,imdbDisplay,\N,0
tt0000010,17,L'uscita dalle fabbriche Lumière,IT,\N,imdbDisplay,\N,0
tt0000010,18,Workers Leaving the Lumière Factory,US,\N,imdbDisplay,\N,0
tt0000010,19,工場の出口,JP,ja,imdbDisplay,\N,0
tt0000010,1,La salida de los obreros de la fábrica Lumière,AR,\N,\N,\N,0
tt0000010,20,Вихід робітників із фабрики,UA,\N,imdbDisplay,\N,0
tt0000010,21,Выход рабочих с фабрики 'Люмьер',RU,\N,imdbDisplay,\N,0
tt0000010,22,Työntekijät poistuvat Lumière-tehtaalta,FI,\N,\N,informal title,0
tt0000010,23,A munkaidő vége,HU,\N,imdbDisplay,\N,0
tt0000010,24,Wyjście robotników z fabryki,PL,\N,imdbDisplay,\N,0
tt0000010,2,Lumière-fabrikens arbetare,FI,sv,\N,informal title,0
tt0000010,3,Exiting the Factory,US,\N,imdbDisplay,\N,0
tt0000010,4,A Saída dos Operários da Fábrica Lumière,BR,\N,\N,\N,0
tt0000010,5,Employees Leaving the Lumière Factory,US,\N,alternative,\N,0
tt0000010,6,Sortie d'usine,FR,\N,\N,short title,0
tt0000010,7,La sortie de l'usine Lumière,FR,\N,alternative,\N,0
tt0000010,8,La sortie de l'usine Lumière à Lyon,FR,\N,imdbDisplay,\N,0
tt0000010,9,La sortie de l'usine Lumière à Lyon,\N,\N,original,\N,1
tt0000011,1,Akrobatisches Potpourri,DE,\N,imdbDisplay,\N,0
tt0000011,2,Akrobatisches Potpourri,\N,\N,original,\N,1
tt0000011,3,Акробатическая смесь,RU,\N,imdbDisplay,\N,0
tt0000012,10,Juna saapuu asemalle,FI,\N,\N,informal title,0
tt0000012,11,Ankunft eines Zuges in La Ciotat,DE,\N,imdbDisplay,\N,0
tt0000012,12,A vonat érkezése,HU,\N,imdbDisplay,\N,0
tt0000012,13,Прибытие поезда на вокзал города Ла-Сьота,RU,\N,imdbDisplay,\N,0
tt0000012,14,La llegada de un tren a la estación de la ciotat,ES,\N,\N,informal title,0
tt0000012,15,Toget kører ind på Le Ciotat,DK,\N,\N,\N,0
tt0000012,16,Bir trenin La Ciotat garına varışı,TR,tr,imdbDisplay,\N,0
tt0000012,17,The Arrival of a Train,GB,\N,imdbDisplay,\N,0
tt0000012,18,Train Pulling into a Station,GB,\N,alternative,\N,0
tt0000012,19,L'arrivée d'un train à La Ciotat,FR,\N,imdbDisplay,\N,0
tt0000012,1,The Arrival of a Train,US,\N,imdbDisplay,\N,0
tt0000012,20,L'arrivo di un treno nella stazione di La Ciotat,IT,\N,\N,\N,0
tt0000012,21,L'arrivée d'un train en gare de La Ciotat,FR,\N,alternative,\N,0
tt0000012,22,Przyjazd pociągu na stację,PL,\N,imdbDisplay,\N,0
tt0000012,23,The Arrival of a Train,XWW,en,imdbDisplay,\N,0
tt0000012,24,ラ・シオタ駅への列車の到着,JP,ja,imdbDisplay,\N,0
tt0000012,25,Прибуття потяга на вокзал Ла-Сьота,UA,\N,imdbDisplay,\N,0
tt0000012,26,The Arrival of a Train,XEU,en,imdbDisplay,\N,0
tt0000012,27,L'arrivo di un treno alla stazione di La Ciotat,IT,\N,\N,\N,0
tt0000012,2,The Arrival of a Train,XWW,\N,imdbDisplay,\N,0
tt0000012,3,The Arrival of the Mail Train,US,\N,alternative,\N,0
tt0000012,4,L'arrivée d'un train à La Ciotat,\N,\N,original,\N,1
tt0000012,5,Príchod vlaku do stanice La Ciotat,SK,\N,imdbDisplay,\N,0
tt0000012,6,Долазак воза на станицу,RS,\N,imdbDisplay,\N,0
tt0000012,7,A Chegada de um Trem à Estação,BR,\N,imdbDisplay,\N,0
tt0000012,8,Tåget anländer till stationen,FI,sv,\N,informal title,0
tt0000012,9,The Arrival of a Train at La Ciotat,XWW,en,alternative,\N,0
tt0000013,10,The Photographical Congress Arrives in Lyon,XWW,en,imdbDisplay,\N,0
tt0000013,11,Arrivée des congressistes à Neuville-sur-Saône,FR,\N,alternative,\N,0
tt0000013,12,Прибуття делегатів на фотоконгрес у Ліоні,UA,\N,imdbDisplay,\N,0
tt0000013,13,Fotografi napuštaju palubu u Lionu,RS,\N,imdbDisplay,\N,0
tt0000013,1,The Photographical Congress Arrives in Lyon,GB,\N,imdbDisplay,\N,0
tt0000013,2,Le débarquement du congrès de photographie à Lyon,\N,\N,original,\N,1
tt0000013,3,Le débarquement du congrès de photographie à Lyon,FR,\N,imdbDisplay,\N,0
tt0000013,4,Прибытие делегатов на фотоконгресс в Лионе,RU,\N,imdbDisplay,\N,0
tt0000013,5,Le débarquement des congressistes à Neuville,FR,\N,alternative,\N,0
tt0000013,6,The Photographical Congress Arrives in Lyon,US,\N,imdbDisplay,\N,0
tt0000013,7,Neuville-sur-Saône: Débarquement du congrès des photographes à Lyon,FR,\N,imdbDisplay,\N,0
tt0000013,8,Przybycie delegatów na kongres fotograficzny w Lyonie,PL,\N,imdbDisplay,\N,0
tt0000013,9,A kongresszus tagjainak partraszállása,HU,\N,imdbDisplay,\N,0
tt0000014,10,水をかけられた散水夫,JP,ja,imdbDisplay,\N,0
tt0000014,11,O Regador Regado,BR,\N,imdbDisplay,\N,0
tt0000014,12,The Sprayer Sprayed,US,\N,alternative,\N,0
tt0000014,13,L'arroseur arrosé,FR,\N,imdbDisplay,\N,0
tt0000014,14,L'arroseur arrosé,\N,\N,original,\N,1
tt0000014,15,Заливена вода,RS,\N,imdbDisplay,\N,0
tt0000014,16,The Waterer Watered,US,\N,imdbDisplay,\N,0
tt0000014,17,Arroseur et arrosé,FR,\N,alternative,\N,0
tt0000014,18,Puutarhuri,FI,\N,\N,\N,0
tt0000014,19,Pokropený kropic,CZ,\N,imdbDisplay,\N,0
tt0000014,1,The Sprinkler Sprinkled,US,\N,imdbDisplay,\N,0
tt0000014,20,Политий поливальник,UA,\N,imdbDisplay,\N,0
tt0000014,21,Der begossene Gärtner,DE,\N,imdbDisplay,\N,0
tt0000014,22,Trädgårsmästarn,FI,sv,\N,\N,0
tt0000014,23,Le jardinier et le petit espiègle,FR,\N,alternative,\N,0
tt0000014,24,Политый поливальщик,RU,\N,imdbDisplay,\N,0
tt0000014,2,Tables Turned on the Gardener,US,\N,alternative,\N,0
tt0000014,3,Gartneren vandes,DK,\N,\N,\N,0
tt0000014,4,El Regador Regado,ES,\N,\N,complete title,0
tt0000014,5,A megöntözött öntöző,HU,\N,imdbDisplay,\N,0
tt0000014,6,Vattnaren bevattnad,SE,\N,\N,\N,0
tt0000014,7,Le jardinier,FR,\N,\N,première title,0
tt0000014,8,Oblany ogrodnik,PL,\N,\N,\N,0
tt0000014,9,L'innaffiatore annaffiato,IT,\N,\N,\N,0
tt0000015,1,Вoкруг кабинки,RU,\N,imdbDisplay,\N,0
tt0000015,2,Egy kabin körül,HU,\N,imdbDisplay,\N,0
tt0000015,3,Around a Bathing Hut,US,\N,\N,literal English title,0
tt0000015,4,Autour d'une cabine,FR,\N,imdbDisplay,\N,0
tt0000015,5,Autour d'une cabine,\N,\N,original,\N,1
tt0000015,6,Навколо кабінки,UA,\N,imdbDisplay,\N,0
tt0000016,10,Båten lämnar hamnet,FI,sv,\N,informal title,0
tt0000016,11,Łódź wypływająca z portu,PL,\N,imdbDisplay,\N,0
tt0000016,12,Brod napušta luku,RS,\N,imdbDisplay,\N,0
tt0000016,1,Boat Leaving the Port,XWW,en,imdbDisplay,\N,0
tt0000016,2,La sortie du port,FR,\N,alternative,\N,0
tt0000016,3,Лодка выходит из порта,RU,\N,imdbDisplay,\N,0
tt0000016,4,Kikötőből távozó bárka,HU,\N,imdbDisplay,\N,0
tt0000016,5,Boat Leaving the Port,GB,\N,imdbDisplay,\N,0
tt0000016,6,Vene lähtee satamasta,FI,\N,\N,informal title,0
tt0000016,7,Barque sortant du port,FR,\N,imdbDisplay,\N,0
tt0000016,8,Boat Leaving the Port,US,\N,imdbDisplay,\N,0
tt0000016,9,Barque sortant du port,\N,\N,original,\N,1
tt0000017,1,Italienischer Bauerntanz,\N,\N,original,\N,1
tt0000017,2,Bauerntanz zweier Kinder,DE,\N,\N,bowdlerized title,0
tt0000017,3,Italienischer Bauerntanz,DE,\N,imdbDisplay,\N,0
tt0000017,4,Итальянский крестьянский танец,RU,\N,imdbDisplay,\N,0
tt0000018,1,Das boxende Känguruh,DE,\N,imdbDisplay,\N,0
tt0000018,2,Cangurul boxer,RO,\N,imdbDisplay,\N,0
tt0000018,3,Das boxende Känguruh,\N,\N,original,\N,1
tt0000018,4,Бокс с кенгуру,RU,\N,imdbDisplay,\N,0
tt0000018,5,Mr. Delaware and the Boxing Kangaroo,GB,\N,\N,reissue title,0
tt0000019,1,The Clown Barber,GB,\N,imdbDisplay,\N,0
tt0000019,2,The Clown Barber,\N,\N,original,\N,1
tt0000020,1,The Derby 1895,\N,\N,original,\N,1
tt0000020,2,Дерби 1895,RU,\N,imdbDisplay,\N,0
tt0000020,3,The Derby 1895,GB,\N,imdbDisplay,\N,0
tt0000022,1,The Blacksmiths,US,\N,\N,literal English title,0
tt0000022,2,Kowale,PL,\N,imdbDisplay,\N,0
tt0000022,3,Кузнецы,RU,\N,imdbDisplay,\N,0
tt0000022,4,Ковалі,UA,\N,imdbDisplay,\N,0
tt0000022,5,Les forgerons,FR,\N,imdbDisplay,\N,0
tt0000022,6,Blacksmith Scene,US,\N,\N,\N,0
tt0000022,7,Les forgerons,\N,\N,original,\N,1
tt0000022,8,Blacksmiths at Work,GB,\N,\N,informal English title,0
tt0000023,10,Море,RU,\N,imdbDisplay,\N,0
tt0000023,11,A Dip in the Sea,XWW,en,alternative,\N,0
tt0000023,12,Meri,FI,\N,\N,informal title,0
tt0000023,13,La Mer,FR,\N,alternative,\N,0
tt0000023,14,Kapiel w morzu,PL,\N,imdbDisplay,\N,0
tt0000023,15,Hafvet,FI,sv,\N,\N,0
tt0000023,1,Plivanje u moru,RS,\N,imdbDisplay,\N,0
tt0000023,2,Морське купання,UA,\N,imdbDisplay,\N,0
tt0000023,3,Sea Bathing,GB,\N,\N,informal title,0
tt0000023,4,The Sea,XWW,en,imdbDisplay,\N,0
tt0000023,5,The Sea,US,\N,imdbDisplay,\N,0
tt0000023,6,The Sea,GB,\N,imdbDisplay,\N,0
tt0000023,7,Meri ihmeellisine kylpykuvauksineen,FI,\N,\N,\N,0
tt0000023,8,Baignade en mer,\N,\N,original,\N,1
tt0000023,9,Baignade en mer,FR,\N,imdbDisplay,\N,0
tt0000024,1,Opening of the Kiel Canal,\N,\N,original,\N,1
tt0000024,2,Eroffnung des Nordostsee Kanals,DE,\N,imdbDisplay,\N,0
tt0000024,3,Inauguration of the Kiel Canal by Kaiser Wilhelm II,GB,\N,alternative,\N,0
tt0000024,4,A Kieli-csatorna megnyitása,HU,\N,imdbDisplay,\N,0
tt0000024,5,Opening of the Kiel Canal,GB,\N,imdbDisplay,\N,0
tt0000025,1,The Oxford and Cambridge University Boat Race,GB,\N,imdbDisplay,\N,0
tt0000025,2,The Oxford and Cambridge University Boat Race,\N,\N,original,\N,1
tt0000026,10,Et spil kort,DK,\N,\N,\N,0
tt0000026,11,Kortspelet,FI,sv,\N,informal title,0
tt0000026,12,Партія в карти,UA,\N,imdbDisplay,\N,0
tt0000026,13,Ett parti ecarté,FI,sv,\N,\N,0
tt0000026,14,Партия в карты,RU,\N,imdbDisplay,\N,0
tt0000026,1,Partia kart,PL,\N,imdbDisplay,\N,0
tt0000026,2,Card Game,\N,\N,\N,\N,0
tt0000026,3,Korttipeli,FI,\N,\N,informal title,0
tt0000026,4,Game of Cards,GB,\N,\N,informal English title,0
tt0000026,5,The Messers. Lumière at Cards,US,\N,\N,\N,0
tt0000026,6,Kártyaparti,HU,\N,imdbDisplay,\N,0
tt0000026,7,Ecarté peliä,FI,\N,\N,\N,0
tt0000026,8,Partie d'écarté,\N,\N,original,\N,1
tt0000026,9,Partie d'écarté,FR,\N,\N,alternative spelling,0
tt0000027,1,Площа Кордельє в Ліоні,UA,\N,imdbDisplay,\N,0
tt0000027,2,Cordeliers' Square in Lyon,GB,\N,imdbDisplay,\N,0
tt0000027,3,Cordeliers' Square in Lyon,US,\N,imdbDisplay,\N,0
tt0000027,4,Place des Cordeliers à Lyon,FR,\N,imdbDisplay,\N,0
tt0000027,5,Площадь Корделье в Лионе,RU,\N,imdbDisplay,\N,0
tt0000027,6,Place des Cordeliers à Lyon,\N,\N,original,\N,1
tt0000027,7,Cordeliers Square, Lyons, France,GB,\N,\N,informal English title,0
tt0000027,8,Cordeliers' Square in Lyon,XWW,en,imdbDisplay,\N,0
tt0000028,1,A Pesca do Peixe Dourado,BR,\N,imdbDisplay,\N,0
tt0000028,2,La pêche aux poissons rouges,\N,\N,original,\N,1
tt0000028,3,La pêche aux poissons rouges,FR,\N,imdbDisplay,\N,0
tt0000028,4,Виловлювання червоних рибок,UA,\N,imdbDisplay,\N,0
tt0000028,5,Fishing for Goldfish,XWW,en,imdbDisplay,\N,0
tt0000028,6,Zabawa z rybka,PL,\N,imdbDisplay,\N,0
tt0000028,7,Fishing for Goldfish,GB,\N,imdbDisplay,\N,0
tt0000028,8,Вылaвливание красных рыбок,RU,\N,imdbDisplay,\N,0
tt0000028,9,Fishing for Goldfish,US,\N,imdbDisplay,\N,0
tt0000029,10,Karmienie dziecka,PL,\N,imdbDisplay,\N,0
tt0000029,11,Repas de bébé,\N,\N,original,\N,1
tt0000029,12,Repas de bébé,DE,\N,imdbDisplay,\N,0
tt0000029,13,Baby's Meal,GB,\N,imdbDisplay,\N,0
tt0000029,14,Le goûter de bébé,FR,\N,alternative,\N,0
tt0000029,15,Сніданок немовляти,UA,\N,imdbDisplay,\N,0
tt0000029,16,Lapsen ateria,FI,\N,\N,informal title,0
tt0000029,17,Baby mades,DK,\N,\N,\N,0
tt0000029,18,A kisbaba reggelije,HU,\N,imdbDisplay,\N,0
tt0000029,19,La colazione del bimbo,IT,\N,imdbDisplay,\N,0
tt0000029,1,Baby's Dinner,US,\N,\N,\N,0
tt0000029,20,Вечера за бебу,RS,\N,imdbDisplay,\N,0
tt0000029,21,Barnets måltid,FI,sv,\N,informal title,0
tt0000029,22,Baby's Lunch,US,\N,\N,original script title,0
tt0000029,2,Feeding the Baby,US,\N,\N,\N,0
tt0000029,3,La comida del bebé,UY,\N,\N,premiere title,0
tt0000029,4,Le déjeuner de bébé,FR,\N,alternative,\N,0
tt0000029,5,Baby's Meal,XWW,en,imdbDisplay,\N,0
tt0000029,6,O Almoço do Bebê,BR,\N,imdbDisplay,\N,0
tt0000029,7,Завтрак младенца,RU,\N,imdbDisplay,\N,0
tt0000029,8,Baby's Meal,US,\N,imdbDisplay,\N,0
tt0000029,9,Repas de bébé,FR,\N,imdbDisplay,\N,0
tt0000030,1,Бушующее море, вызвавшее наводнение в Дувре,RU,\N,imdbDisplay,\N,0
tt0000030,2,Rough Sea at Dover,\N,\N,original,\N,1
tt0000030,3,A hullámzó tenger Dovernél,HU,\N,imdbDisplay,\N,0
tt0000030,4,Sea Waves at Dover,GB,\N,alternative,\N,0
tt0000030,5,Rough Sea at Dover,GB,\N,imdbDisplay,\N,0
tt0000030,6,A South-West Storm in Dover,GB,\N,alternative,\N,0
tt0000030,7,A South-Wester,GB,\N,alternative,\N,0
tt0000031,10,Le saut à la couverture,FR,\N,imdbDisplay,\N,0
tt0000031,11,Jumping the Blanket,GB,\N,imdbDisplay,\N,0
tt0000031,1,Sotilaskuva,FI,\N,\N,\N,0
tt0000031,2,Jumping the Blanket,XWW,en,imdbDisplay,\N,0
tt0000031,3,En soldatscen,FI,sv,\N,\N,0
tt0000031,4,Прыжок на брезент,RU,\N,imdbDisplay,\N,0
tt0000031,5,Saut à la couverture,FR,\N,\N,reissue title,0
tt0000031,6,Brimade dans une caserne,FR,\N,alternative,\N,0
tt0000031,7,Jumping the Blanket,US,\N,imdbDisplay,\N,0
tt0000031,8,Стрибок через брезент,UA,\N,imdbDisplay,\N,0
tt0000031,9,Le saut à la couverture,\N,\N,original,\N,1
tt0000032,1,Dans serpentin,RO,\N,imdbDisplay,\N,0
tt0000032,2,Serpentinen Tanz,DE,\N,alternative,\N,0
tt0000032,3,Die Serpentintänzerin,\N,\N,original,\N,1
tt0000032,4,Serpentintanz Mlle. Ancion,DE,\N,\N,\N,0
tt0000032,5,Серпантин,RU,\N,imdbDisplay,\N,0
tt0000033,10,Вольтижування,UA,\N,imdbDisplay,\N,0
tt0000033,1,A Acrobacia,BR,\N,imdbDisplay,\N,0
tt0000033,2,Horse Trick Riders,GB,\N,imdbDisplay,\N,0
tt0000033,3,Hyppyjä,FI,\N,\N,\N,0
tt0000033,4,Horse Trick Riders,XWW,en,imdbDisplay,\N,0
tt0000033,5,La voltige,\N,\N,original,\N,1
tt0000033,6,Вoльтижировка,RU,\N,imdbDisplay,\N,0
tt0000033,7,Horse Trick Riders,US,\N,imdbDisplay,\N,0
tt0000033,8,La voltige,FR,\N,imdbDisplay,\N,0
tt0000033,9,Trick Riding,US,\N,\N,\N,0
tt0000034,1,Arrivée d'un train gare de Vincennes,\N,\N,original,\N,1
tt0000034,2,Arrivée d'un train gare de Vincennes,FR,\N,imdbDisplay,\N,0
tt0000034,3,Arrival of a Train at Vincennes Station,XWW,en,alternative,\N,0
tt0000035,1,L'arroseur,FR,\N,imdbDisplay,\N,0
tt0000035,2,L'arroseur,\N,\N,original,\N,1
tt0000035,3,The Sprinkler Sprinkled,XWW,en,alternative,\N,0
tt0000035,4,Watering the Flowers,US,\N,\N,\N,0
tt0000036,1,Awakening of Rip,US,\N,imdbDisplay,\N,0
tt0000036,2,Awakening of Rip,\N,\N,original,\N,1
tt0000036,3,Пробуждение Рипа,RU,\N,imdbDisplay,\N,0
tt0000037,1,Sea Bathing,US,\N,imdbDisplay,\N,0
tt0000037,2,Плавание в море,RU,\N,imdbDisplay,\N,0
tt0000037,3,Baignade en mer,\N,\N,original,\N,1
tt0000037,4,Baignade en mer,FR,\N,imdbDisplay,\N,0
tt0000038,1,The Ball Game,\N,\N,original,\N,1
tt0000038,2,The Ball Game,US,\N,imdbDisplay,\N,0
tt0000039,1,Barnet Horse Fair,\N,\N,original,\N,1
tt0000039,2,Barnet Horse Fair,GB,\N,imdbDisplay,\N,0
tt0000040,1,Boat Leaving the Harbor at Trouville,US,\N,\N,literal English title,0
tt0000040,2,Barque sortant du port de Trouville,FR,\N,imdbDisplay,\N,0
tt0000040,3,Barque sortant du port de Trouville,\N,\N,original,\N,1
tt0000041,10,Snowball Fight,GB,\N,imdbDisplay,\N,0
tt0000041,1,Snowball Fight,US,\N,\N,informal English title,0
tt0000041,2,Bataille de neige,\N,\N,original,\N,1
tt0000041,3,A Batalha de Neve,BR,\N,imdbDisplay,\N,0
tt0000041,4,Игра в снежки,RU,\N,imdbDisplay,\N,0
tt0000041,5,Гра в сніжки,UA,\N,imdbDisplay,\N,0
tt0000041,6,Bataille de boules de neige,FR,\N,imdbDisplay,\N,0
tt0000041,7,Hógolyó csata,HU,\N,imdbDisplay,\N,0
tt0000041,8,Die Schneeballschlacht,DE,\N,imdbDisplay,\N,0
tt0000041,9,Bitwa na sniezki,PL,\N,imdbDisplay,\N,0
tt0000042,1,Seine nehrindeki gemiler,TR,tr,\N,\N,0
tt0000042,2,Bateau-mouche sur la Seine,\N,\N,original,\N,1
tt0000042,3,Bateau-mouche sur la Seine,FR,\N,imdbDisplay,\N,0
tt0000043,1,Batteuse à vapeur,\N,\N,original,\N,1
tt0000043,2,Batteuse à vapeur,FR,\N,imdbDisplay,\N,0
tt0000044,1,Le bivouac,\N,\N,original,\N,1
tt0000044,2,Le bivouac,FR,\N,imdbDisplay,\N,0
tt0000045,1,Les blanchisseuses,\N,\N,original,\N,1
tt0000045,2,Les blanchisseuses,FR,\N,imdbDisplay,\N,0
tt0000045,3,Mosónők,HU,\N,imdbDisplay,\N,0
tt0000045,4,The Washerwomen,US,\N,\N,literal English title,0
tt0000046,1,Bois de Boulogne,FR,\N,imdbDisplay,\N,0
tt0000046,2,Bois de Boulogne,\N,\N,original,\N,1
tt0000046,3,Bois de Boulogne (Porte de Madrid),FR,\N,alternative,\N,0
tt0000047,1,Boulevard des Italiens,\N,\N,original,\N,1
tt0000047,2,Boulevard des Italiens,FR,\N,imdbDisplay,\N,0
tt0000048,1,The Boxing Kangaroo,GB,\N,imdbDisplay,\N,0
tt0000048,2,The Boxing Kangaroo,\N,\N,original,\N,1
tt0000049,1,Boxing Match; or, Glove Contest,\N,\N,original,\N,1
tt0000049,2,Boxing Match; or, Glove Contest,GB,\N,imdbDisplay,\N,0
tt0000050,1,Bébé et fillettes,\N,\N,original,\N,1
tt0000050,2,Bébé et fillettes,FR,\N,imdbDisplay,\N,0
tt0000050,3,Baby and Young Girls,US,\N,\N,literal English title,0
tt0000051,1,The Bohemian Encampment,US,\N,\N,\N,0
tt0000051,2,Gypsies at Home,US,\N,\N,literal English title,0
tt0000051,3,El campamento bohemio,XWW,es,\N,\N,0
tt0000051,4,Campement de bohémiens,FR,\N,imdbDisplay,\N,0
tt0000051,5,Campement de bohémiens,\N,\N,original,\N,1
tt0000052,1,Carga de rurales,MX,\N,imdbDisplay,\N,0
tt0000052,2,Carga de rurales,\N,\N,original,\N,1
tt0000052,3,Rurales Mexicanos al galope,MX,\N,\N,alternative spelling,0
tt0000052,4,Verpflichtung der Landpolizei,DE,\N,\N,\N,0
tt0000052,5,Desfile de rurales al galope el 16 de septiembre,\N,\N,\N,\N,0
tt0000053,1,A Chegada do Comboio Inaugural à Estação Central do Porto,PT,\N,imdbDisplay,\N,0
tt0000053,2,A Chegada do Comboio Inaugural à Estação Central do Porto,\N,\N,original,\N,1
tt0000054,1,A Merry-Go-Round,US,\N,\N,\N,0
tt0000054,2,Les chevaux de bois,\N,\N,original,\N,1
